學校代碼,校名,校系科組學程代碼,系名,招生群（類）別
204,嘉藥學校財團法人嘉南藥理大學,204040,職業安全衛生系,06 土木與建築群
204,嘉藥學校財團法人嘉南藥理大學,204041,環境工程與科學系環境科技組,04 電機與電子群資電類
204,嘉藥學校財團法人嘉南藥理大學,204042,環境工程與科學系環境科技組,05 化工群
204,嘉藥學校財團法人嘉南藥理大學,204043,環境工程與科學系環境科技組,10 衛生與護理類
204,嘉藥學校財團法人嘉南藥理大學,204044,環境工程與科學系環境應用組,01 機械群
204,嘉藥學校財團法人嘉南藥理大學,204045,環境工程與科學系環境應用組,02 動力機械群
204,嘉藥學校財團法人嘉南藥理大學,204046,環境工程與科學系環境應用組,03 電機與電子群電機類
204,嘉藥學校財團法人嘉南藥理大學,204047,環境資源管理系,01 機械群
204,嘉藥學校財團法人嘉南藥理大學,204048,環境資源管理系,04 電機與電子群資電類
204,嘉藥學校財團法人嘉南藥理大學,204049,環境資源管理系,14 農業群
204,嘉藥學校財團法人嘉南藥理大學,204050,公共安全及消防系,02 動力機械群
204,嘉藥學校財團法人嘉南藥理大學,204051,公共安全及消防系,03 電機與電子群電機類
204,嘉藥學校財團法人嘉南藥理大學,204052,公共安全及消防系,06 土木與建築群
204,嘉藥學校財團法人嘉南藥理大學,204053,觀光事業管理系,09 商業與管理群
204,嘉藥學校財團法人嘉南藥理大學,204054,觀光事業管理系,17 餐旅群
204,嘉藥學校財團法人嘉南藥理大學,204055,休閒保健管理系,09 商業與管理群
204,嘉藥學校財團法人嘉南藥理大學,204056,休閒保健管理系,13 家政群生活應用類
204,嘉藥學校財團法人嘉南藥理大學,204057,休閒保健管理系,17 餐旅群
204,嘉藥學校財團法人嘉南藥理大學,204058,運動管理系,09 商業與管理群
204,嘉藥學校財團法人嘉南藥理大學,204059,運動管理系,17 餐旅群
204,嘉藥學校財團法人嘉南藥理大學,204060,醫務管理系,09 商業與管理群
204,嘉藥學校財團法人嘉南藥理大學,204061,醫務管理系,10 衛生與護理類
204,嘉藥學校財團法人嘉南藥理大學,204062,醫務管理系,17 餐旅群
204,嘉藥學校財團法人嘉南藥理大學,204063,高齡福祉養生管理系,09 商業與管理群
204,嘉藥學校財團法人嘉南藥理大學,204064,高齡福祉養生管理系,13 家政群生活應用類
204,嘉藥學校財團法人嘉南藥理大學,204065,高齡福祉養生管理系,17 餐旅群
205,樹德科技大學,205001,行銷管理系,07 設計群
205,樹德科技大學,205002,行銷管理系,09 商業與管理群
205,樹德科技大學,205003,行銷管理系,17 餐旅群
205,樹德科技大學,205004,流通管理系,01 機械群
205,樹德科技大學,205005,流通管理系,09 商業與管理群
205,樹德科技大學,205006,流通管理系,17 餐旅群
205,樹德科技大學,205007,休閒與觀光管理系,09 商業與管理群
205,樹德科技大學,205008,休閒與觀光管理系,13 家政群生活應用類
205,樹德科技大學,205009,休閒與觀光管理系,17 餐旅群
205,樹德科技大學,205010,餐旅與烘焙管理系,11 食品群
205,樹德科技大學,205011,餐旅與烘焙管理系,13 家政群生活應用類
205,樹德科技大學,205012,餐旅與烘焙管理系,17 餐旅群
205,樹德科技大學,205013,企業管理系,09 商業與管理群
205,樹德科技大學,205014,企業管理系,17 餐旅群
205,樹德科技大學,205015,金融管理系,09 商業與管理群
205,樹德科技大學,205016,金融管理系,17 餐旅群
205,樹德科技大學,205017,會展行銷與活動管理系,07 設計群
205,樹德科技大學,205018,會展行銷與活動管理系,09 商業與管理群
205,樹德科技大學,205019,會展行銷與活動管理系,17 餐旅群
205,樹德科技大學,205020,應用外語系,09 商業與管理群
205,樹德科技大學,205021,應用外語系,15 外語群英語類
205,樹德科技大學,205022,應用外語系,17 餐旅群
205,樹德科技大學,205023,兒童與家庭服務系,12 家政群幼保類
205,樹德科技大學,205024,兒童與家庭服務系,13 家政群生活應用類
205,樹德科技大學,205025,兒童與家庭服務系,17 餐旅群
205,樹德科技大學,205026,社會工作學士學位學程,09 商業與管理群
205,樹德科技大學,205027,社會工作學士學位學程,12 家政群幼保類
205,樹德科技大學,205028,社會工作學士學位學程,17 餐旅群
205,樹德科技大學,205029,電腦與通訊系,03 電機與電子群電機類
205,樹德科技大學,205030,電腦與通訊系,04 電機與電子群資電類
205,樹德科技大學,205031,資訊工程系,03 電機與電子群電機類
205,樹德科技大學,205032,資訊工程系,04 電機與電子群資電類
205,樹德科技大學,205033,資訊工程系,09 商業與管理群
205,樹德科技大學,205034,資訊管理系,04 電機與電子群資電類
205,樹德科技大學,205035,資訊管理系,09 商業與管理群
205,樹德科技大學,205036,動畫與遊戲設計系,04 電機與電子群資電類
205,樹德科技大學,205037,動畫與遊戲設計系,07 設計群
205,樹德科技大學,205038,動畫與遊戲設計系,09 商業與管理群
205,樹德科技大學,205039,電子競技與電腦娛樂科學系,04 電機與電子群資電類
205,樹德科技大學,205040,電子競技與電腦娛樂科學系,07 設計群
205,樹德科技大學,205041,電子競技與電腦娛樂科學系,09 商業與管理群
205,樹德科技大學,205042,生活產品設計系,01 機械群
205,樹德科技大學,205043,生活產品設計系,07 設計群
205,樹德科技大學,205044,生活產品設計系,13 家政群生活應用類
205,樹德科技大學,205045,流行設計系,07 設計群
205,樹德科技大學,205046,流行設計系,13 家政群生活應用類
205,樹德科技大學,205047,美髮設計與經營學士學位學程,13 家政群生活應用類
205,樹德科技大學,205048,視覺傳達設計系,07 設計群
205,樹德科技大學,205049,視覺傳達設計系,09 商業與管理群
205,樹德科技大學,205050,視覺傳達設計系,13 家政群生活應用類
205,樹德科技大學,205051,室內設計系,06 土木與建築群
205,樹德科技大學,205052,室內設計系,07 設計群
205,樹德科技大學,205053,室內設計系,13 家政群生活應用類
205,樹德科技大學,205054,藝術管理與藝術經紀系,07 設計群
205,樹德科技大學,205055,藝術管理與藝術經紀系,13 家政群生活應用類
205,樹德科技大學,205056,藝術管理與藝術經紀系,20 藝術群影視類
206,龍華科技大學,206001,機械工程系,01 機械群
206,龍華科技大學,206002,機械工程系,02 動力機械群
206,龍華科技大學,206003,化工與材料工程系,01 機械群
206,龍華科技大學,206004,化工與材料工程系,05 化工群
206,龍華科技大學,206005,電機工程系,02 動力機械群
206,龍華科技大學,206006,電機工程系,03 電機與電子群電機類
206,龍華科技大學,206007,電機工程系,04 電機與電子群資電類
206,龍華科技大學,206008,電子工程系,03 電機與電子群電機類
206,龍華科技大學,206009,電子工程系,04 電機與電子群資電類
206,龍華科技大學,206010,資訊網路工程系,01 機械群
206,龍華科技大學,206011,資訊網路工程系,03 電機與電子群電機類
206,龍華科技大學,206012,資訊網路工程系,04 電機與電子群資電類
206,龍華科技大學,206013,國際企業系,09 商業與管理群
206,龍華科技大學,206014,國際企業系,15 外語群英語類
206,龍華科技大學,206015,財務金融系,09 商業與管理群
206,龍華科技大學,206016,財務金融系,15 外語群英語類
206,龍華科技大學,206017,企業管理系,09 商業與管理群
206,龍華科技大學,206018,企業管理系,17 餐旅群
206,龍華科技大學,206019,資訊管理系,04 電機與電子群資電類
206,龍華科技大學,206020,資訊管理系,21 資管類
206,龍華科技大學,206021,工業管理系,01 機械群
206,龍華科技大學,206022,工業管理系,08 工程與管理類
206,龍華科技大學,206023,工業管理系,09 商業與管理群
206,龍華科技大學,206024,應用外語系,09 商業與管理群
206,龍華科技大學,206025,應用外語系,15 外語群英語類
206,龍華科技大學,206026,應用外語系,17 餐旅群
206,龍華科技大學,206027,多媒體與遊戲發展科學系,04 電機與電子群資電類
206,龍華科技大學,206028,多媒體與遊戲發展科學系,07 設計群
206,龍華科技大學,206029,多媒體與遊戲發展科學系,09 商業與管理群
206,龍華科技大學,206030,觀光休閒系,17 餐旅群
206,龍華科技大學,206031,文化創意與數位媒體設計系,07 設計群
206,龍華科技大學,206032,文化創意與數位媒體設計系,09 商業與管理群
206,龍華科技大學,206033,文化創意與數位媒體設計系,13 家政群生活應用類
207,輔英科技大學,207001,護理系,10 衛生與護理類
207,輔英科技大學,207002,健康事業管理系,09 商業與管理群
207,輔英科技大學,207003,健康事業管理系,10 衛生與護理類
207,輔英科技大學,207004,健康事業管理系,17 餐旅群
207,輔英科技大學,207005,高齡及長期照護事業系,10 衛生與護理類
207,輔英科技大學,207006,高齡及長期照護事業系,12 家政群幼保類
207,輔英科技大學,207007,高齡及長期照護事業系,17 餐旅群
207,輔英科技大學,207008,物理治療系,04 電機與電子群資電類
207,輔英科技大學,207009,物理治療系,10 衛生與護理類
207,輔英科技大學,207010,物理治療系,15 外語群英語類
207,輔英科技大學,207011,保健營養系,10 衛生與護理類
207,輔英科技大學,207012,保健營養系,11 食品群
207,輔英科技大學,207013,保健營養系,17 餐旅群
207,輔英科技大學,207014,健康美容系,07 設計群
207,輔英科技大學,207015,健康美容系,13 家政群生活應用類
207,輔英科技大學,207016,健康美容系,17 餐旅群
207,輔英科技大學,207017,環境工程與科學系,01 機械群
207,輔英科技大學,207018,環境工程與科學系,03 電機與電子群電機類
207,輔英科技大學,207019,環境工程與科學系,04 電機與電子群資電類
207,輔英科技大學,207020,應用化學及材料科學系,03 電機與電子群電機類
207,輔英科技大學,207021,應用化學及材料科學系,05 化工群
207,輔英科技大學,207022,應用化學及材料科學系,17 餐旅群
207,輔英科技大學,207023,職業安全衛生系,02 動力機械群
207,輔英科技大學,207024,職業安全衛生系,03 電機與電子群電機類
207,輔英科技大學,207025,職業安全衛生系,04 電機與電子群資電類
207,輔英科技大學,207026,生物科技系,05 化工群
207,輔英科技大學,207027,生物科技系,14 農業群
207,輔英科技大學,207028,生物科技系,19 水產群
207,輔英科技大學,207029,資訊科技與管理系,03 電機與電子群電機類
207,輔英科技大學,207030,資訊科技與管理系,04 電機與電子群資電類
207,輔英科技大學,207031,資訊科技與管理系,09 商業與管理群
207,輔英科技大學,207032,休閒與遊憩事業管理系,09 商業與管理群
207,輔英科技大學,207033,休閒與遊憩事業管理系,13 家政群生活應用類
207,輔英科技大學,207034,休閒與遊憩事業管理系,17 餐旅群
207,輔英科技大學,207035,幼兒保育暨產業系,09 商業與管理群
207,輔英科技大學,207036,幼兒保育暨產業系,12 家政群幼保類
207,輔英科技大學,207037,幼兒保育暨產業系,17 餐旅群
207,輔英科技大學,207038,應用外語系,09 商業與管理群
207,輔英科技大學,207039,應用外語系,15 外語群英語類
207,輔英科技大學,207040,應用外語系,17 餐旅群
208,明新科技大學,208001,電機工程系,02 動力機械群
208,明新科技大學,208002,電機工程系,03 電機與電子群電機類
208,明新科技大學,208003,電機工程系,04 電機與電子群資電類
208,明新科技大學,208004,電子工程系,02 動力機械群
208,明新科技大學,208005,電子工程系,03 電機與電子群電機類
208,明新科技大學,208006,電子工程系,04 電機與電子群資電類
208,明新科技大學,208007,應用材料科技系,01 機械群
208,明新科技大學,208008,應用材料科技系,04 電機與電子群資電類
208,明新科技大學,208009,應用材料科技系,05 化工群
208,明新科技大學,208010,半導體與光電科技系,01 機械群
208,明新科技大學,208011,半導體與光電科技系,03 電機與電子群電機類
208,明新科技大學,208012,半導體與光電科技系,04 電機與電子群資電類
208,明新科技大學,208013,機械工程系,01 機械群
208,明新科技大學,208014,機械工程系,02 動力機械群
208,明新科技大學,208015,機械工程系,04 電機與電子群資電類
208,明新科技大學,208016,土木工程與環境資源管理系,04 電機與電子群資電類
208,明新科技大學,208017,土木工程與環境資源管理系,06 土木與建築群
208,明新科技大學,208018,土木工程與環境資源管理系,14 農業群
208,明新科技大學,208019,資訊工程系,01 機械群
208,明新科技大學,208020,資訊工程系,04 電機與電子群資電類
208,明新科技大學,208021,資訊工程系,09 商業與管理群
208,明新科技大學,208022,工業工程與管理系,01 機械群
208,明新科技大學,208023,工業工程與管理系,04 電機與電子群資電類
208,明新科技大學,208024,工業工程與管理系,09 商業與管理群
208,明新科技大學,208025,資訊管理系,04 電機與電子群資電類
208,明新科技大學,208026,資訊管理系,09 商業與管理群
208,明新科技大學,208027,行銷與流通管理系,09 商業與管理群
208,明新科技大學,208028,行銷與流通管理系,16 外語群日語類
208,明新科技大學,208029,行銷與流通管理系,17 餐旅群
208,明新科技大學,208030,企業管理系,09 商業與管理群
208,明新科技大學,208031,企業管理系,15 外語群英語類
208,明新科技大學,208032,企業管理系,17 餐旅群
208,明新科技大學,208033,財務金融系創意行銷組,07 設計群
208,明新科技大學,208034,財務金融系創意行銷組,09 商業與管理群
208,明新科技大學,208035,財務金融系創意行銷組,15 外語群英語類
208,明新科技大學,208036,財務金融系智慧理財組,04 電機與電子群資電類
208,明新科技大學,208037,財務金融系智慧理財組,09 商業與管理群
208,明新科技大學,208038,旅館管理與廚藝創意系,09 商業與管理群
208,明新科技大學,208039,旅館管理與廚藝創意系,15 外語群英語類
208,明新科技大學,208040,旅館管理與廚藝創意系,17 餐旅群
208,明新科技大學,208041,幼兒保育系,12 家政群幼保類
208,明新科技大學,208042,休閒事業管理系,09 商業與管理群
208,明新科技大學,208043,休閒事業管理系,14 農業群
208,明新科技大學,208044,休閒事業管理系,17 餐旅群
208,明新科技大學,208045,樂齡服務產業管理系,09 商業與管理群
208,明新科技大學,208046,樂齡服務產業管理系,12 家政群幼保類
208,明新科技大學,208047,樂齡服務產業管理系,17 餐旅群
208,明新科技大學,208048,應用外語系,09 商業與管理群
208,明新科技大學,208049,應用外語系,15 外語群英語類
208,明新科技大學,208050,應用外語系,16 外語群日語類
208,明新科技大學,208051,運動事業管理系,09 商業與管理群
208,明新科技大學,208052,運動事業管理系,17 餐旅群
208,明新科技大學,208053,運動事業管理系,20 藝術群影視類
208,明新科技大學,208054,時尚造型與設計系,07 設計群
208,明新科技大學,208055,時尚造型與設計系,13 家政群生活應用類
208,明新科技大學,208056,多媒體與遊戲發展系,04 電機與電子群資電類
208,明新科技大學,208057,多媒體與遊戲發展系,07 設計群
208,明新科技大學,208058,多媒體與遊戲發展系,09 商業與管理群
209,弘光科技大學,209001,護理系,10 衛生與護理類
209,弘光科技大學,209002,護理系,09 商業與管理群
209,弘光科技大學,209003,護理系,12 家政群幼保類
209,弘光科技大學,209004,物理治療系,10 衛生與護理類
209,弘光科技大學,209005,物理治療系,15 外語群英語類
209,弘光科技大學,209006,營養系,10 衛生與護理類
209,弘光科技大學,209007,營養系,11 食品群
209,弘光科技大學,209008,營養系,17 餐旅群
209,弘光科技大學,209009,動物保健系,13 家政群生活應用類
209,弘光科技大學,209010,動物保健系,09 商業與管理群
209,弘光科技大學,209011,動物保健系,14 農業群
209,弘光科技大學,209012,語言治療與聽力學系,15 外語群英語類
209,弘光科技大學,209013,語言治療與聽力學系,10 衛生與護理類
209,弘光科技大學,209014,老人福利與長期照顧事業系,09 商業與管理群
209,弘光科技大學,209015,老人福利與長期照顧事業系,12 家政群幼保類
209,弘光科技大學,209016,老人福利與長期照顧事業系,13 家政群生活應用類
209,弘光科技大學,209017,健康事業管理系,09 商業與管理群
209,弘光科技大學,209018,健康事業管理系,17 餐旅群
209,弘光科技大學,209019,健康事業管理系,10 衛生與護理類
209,弘光科技大學,209020,食品科技系食品科技組,11 食品群
209,弘光科技大學,209021,食品科技系烘焙科技組,11 食品群
209,弘光科技大學,209022,食品科技系烘焙科技組,17 餐旅群
209,弘光科技大學,209023,餐旅管理系,17 餐旅群
209,弘光科技大學,209024,餐旅管理系,15 外語群英語類
209,弘光科技大學,209025,化妝品應用系,13 家政群生活應用類
209,弘光科技大學,209026,美髮造型設計系,13 家政群生活應用類
209,弘光科技大學,209027,幼兒保育系,12 家政群幼保類
209,弘光科技大學,209028,幼兒保育系,15 外語群英語類
209,弘光科技大學,209029,文化創意產業系,09 商業與管理群
209,弘光科技大學,209030,文化創意產業系,07 設計群
209,弘光科技大學,209031,文化創意產業系,06 土木與建築群
209,弘光科技大學,209032,運動休閒系,17 餐旅群
209,弘光科技大學,209033,國際溝通英語系,15 外語群英語類
209,弘光科技大學,209034,國際溝通英語系,09 商業與管理群
209,弘光科技大學,209035,國際溝通英語系,17 餐旅群
209,弘光科技大學,209036,多媒體遊戲發展與應用系,20 藝術群影視類
209,弘光科技大學,209037,多媒體遊戲發展與應用系,09 商業與管理群
209,弘光科技大學,209038,多媒體遊戲發展與應用系,07 設計群
209,弘光科技大學,209039,環境與安全衛生工程系環境工程組,01 機械群
209,弘光科技大學,209040,環境與安全衛生工程系環境工程組,04 電機與電子群資電類
209,弘光科技大學,209041,環境與安全衛生工程系環境工程組,02 動力機械群
209,弘光科技大學,209042,環境與安全衛生工程系綠色科技組,01 機械群
209,弘光科技大學,209043,環境與安全衛生工程系綠色科技組,03 電機與電子群電機類
209,弘光科技大學,209044,環境與安全衛生工程系綠色科技組,04 電機與電子群資電類
209,弘光科技大學,209045,環境與安全衛生工程系職業安全衛生組,01 機械群
209,弘光科技大學,209046,環境與安全衛生工程系職業安全衛生組,06 土木與建築群
209,弘光科技大學,209047,環境與安全衛生工程系職業安全衛生組,04 電機與電子群資電類
209,弘光科技大學,209048,生物醫學工程系,01 機械群
209,弘光科技大學,209049,生物醫學工程系,03 電機與電子群電機類
209,弘光科技大學,209050,生物醫學工程系,04 電機與電子群資電類
209,弘光科技大學,209051,智慧科技應用系,04 電機與電子群資電類
209,弘光科技大學,209052,智慧科技應用系,01 機械群
209,弘光科技大學,209053,智慧科技應用系,09 商業與管理群
210,健行科技大學,210001,土木工程系,02 動力機械群
210,健行科技大學,210002,土木工程系,04 電機與電子群資電類
210,健行科技大學,210003,土木工程系,06 土木與建築群
210,健行科技大學,210004,車輛工程系,01 機械群
210,健行科技大學,210005,車輛工程系,02 動力機械群
210,健行科技大學,210006,機械工程系,01 機械群
210,健行科技大學,210007,機械工程系,02 動力機械群
210,健行科技大學,210008,機械工程系,03 電機與電子群電機類
210,健行科技大學,210009,應用空間資訊系,04 電機與電子群資電類
210,健行科技大學,210010,應用空間資訊系,06 土木與建築群
210,健行科技大學,210011,室內設計與管理系,06 土木與建築群
210,健行科技大學,210012,室內設計與管理系,07 設計群
210,健行科技大學,210013,室內設計與管理系,09 商業與管理群
210,健行科技大學,210014,國際企業經營系航空行銷組,09 商業與管理群
210,健行科技大學,210015,國際企業經營系航空行銷組,15 外語群英語類
210,健行科技大學,210016,國際企業經營系航空行銷組,17 餐旅群
210,健行科技大學,210017,國際企業經營系觀光休閒組,09 商業與管理群
210,健行科技大學,210018,國際企業經營系觀光休閒組,15 外語群英語類
210,健行科技大學,210019,國際企業經營系觀光休閒組,17 餐旅群
210,健行科技大學,210020,數位多媒體設計系,04 電機與電子群資電類
210,健行科技大學,210021,數位多媒體設計系,07 設計群
210,健行科技大學,210022,數位多媒體設計系,09 商業與管理群
210,健行科技大學,210023,餐旅管理系,17 餐旅群
210,健行科技大學,210024,餐旅管理系餐旅創業組,09 商業與管理群
210,健行科技大學,210025,餐旅管理系餐旅創業組,16 外語群日語類
210,健行科技大學,210026,餐旅管理系餐旅創業組,17 餐旅群
210,健行科技大學,210027,應用外語系,09 商業與管理群
210,健行科技大學,210028,應用外語系,15 外語群英語類
210,健行科技大學,210029,應用外語系,17 餐旅群
210,健行科技大學,210030,應用外語系日韓語組,09 商業與管理群
210,健行科技大學,210031,應用外語系日韓語組,16 外語群日語類
210,健行科技大學,210032,應用外語系日韓語組,17 餐旅群
210,健行科技大學,210033,工業管理系,02 動力機械群
210,健行科技大學,210034,工業管理系,03 電機與電子群電機類
210,健行科技大學,210035,工業管理系,08 工程與管理類
210,健行科技大學,210036,企業管理系,09 商業與管理群
210,健行科技大學,210037,企業管理系,15 外語群英語類
210,健行科技大學,210038,企業管理系,17 餐旅群
210,健行科技大學,210039,企業管理系時尚產業管理組,09 商業與管理群
210,健行科技大學,210040,企業管理系時尚產業管理組,12 家政群幼保類
210,健行科技大學,210041,企業管理系時尚產業管理組,13 家政群生活應用類
210,健行科技大學,210042,行銷與流通管理系,09 商業與管理群
210,健行科技大學,210043,行銷與流通管理系,15 外語群英語類
210,健行科技大學,210044,行銷與流通管理系,17 餐旅群
210,健行科技大學,210045,行銷與流通管理系運動行銷組,03 電機與電子群電機類
210,健行科技大學,210046,行銷與流通管理系運動行銷組,09 商業與管理群
210,健行科技大學,210047,行銷與流通管理系運動行銷組,17 餐旅群
210,健行科技大學,210048,財務金融系投資理財組,02 動力機械群
210,健行科技大學,210049,財務金融系投資理財組,04 電機與電子群資電類
210,健行科技大學,210050,財務金融系投資理財組,09 商業與管理群
210,健行科技大學,210051,財務金融系金融管理組,09 商業與管理群
210,健行科技大學,210052,財務金融系金融管理組,13 家政群生活應用類
210,健行科技大學,210053,財務金融系金融管理組,17 餐旅群
210,健行科技大學,210054,資訊管理系,04 電機與電子群資電類
210,健行科技大學,210055,資訊管理系,09 商業與管理群
210,健行科技大學,210056,資訊管理系,17 餐旅群
210,健行科技大學,210057,資訊工程系,04 電機與電子群資電類
210,健行科技大學,210058,資訊工程系,09 商業與管理群
210,健行科技大學,210059,電子工程系,03 電機與電子群電機類
210,健行科技大學,210060,電子工程系,04 電機與電子群資電類
210,健行科技大學,210061,電機工程系,01 機械群
210,健行科技大學,210062,電機工程系,03 電機與電子群電機類
210,健行科技大學,210063,電機工程系,04 電機與電子群資電類
211,正修科技大學,211001,土木與空間資訊系,06 土木與建築群
211,正修科技大學,211002,電子工程系,02 動力機械群
211,正修科技大學,211003,電子工程系,03 電機與電子群電機類
211,正修科技大學,211004,電子工程系,04 電機與電子群資電類
211,正修科技大學,211005,機械工程系精密設計製造組,01 機械群
211,正修科技大學,211006,機械工程系精密設計製造組,02 動力機械群
211,正修科技大學,211007,機械工程系機電組,01 機械群
211,正修科技大學,211008,機械工程系機電組,02 動力機械群
211,正修科技大學,211009,電機工程系,02 動力機械群
211,正修科技大學,211010,電機工程系,03 電機與電子群電機類
211,正修科技大學,211011,電機工程系,04 電機與電子群資電類
211,正修科技大學,211012,工業工程與管理系,01 機械群
211,正修科技大學,211013,建築與室內設計系建築設計組,06 土木與建築群
211,正修科技大學,211014,建築與室內設計系建築設計組,07 設計群
211,正修科技大學,211015,建築與室內設計系室內設計組,06 土木與建築群
211,正修科技大學,211016,建築與室內設計系室內設計組,07 設計群
211,正修科技大學,211017,資訊工程系,04 電機與電子群資電類
211,正修科技大學,211018,電競科技管理系,04 電機與電子群資電類
211,正修科技大學,211019,電競科技管理系,09 商業與管理群
211,正修科技大學,211020,企業管理系,09 商業與管理群
211,正修科技大學,211021,企業管理系,17 餐旅群
211,正修科技大學,211022,資訊管理系,02 動力機械群
211,正修科技大學,211023,資訊管理系,04 電機與電子群資電類
211,正修科技大學,211024,資訊管理系,09 商業與管理群
211,正修科技大學,211025,金融管理系,04 電機與電子群資電類
211,正修科技大學,211026,金融管理系,09 商業與管理群
211,正修科技大學,211027,金融管理系,17 餐旅群
211,正修科技大學,211028,化妝品與時尚彩妝系,07 設計群
211,正修科技大學,211029,化妝品與時尚彩妝系,13 家政群生活應用類
211,正修科技大學,211030,化妝品與時尚彩妝系,17 餐旅群
211,正修科技大學,211031,幼兒保育系托育教學組,12 家政群幼保類
211,正修科技大學,211032,幼兒保育系托育教學組,17 餐旅群
211,正修科技大學,211033,幼兒保育系家庭社工組,09 商業與管理群
211,正修科技大學,211034,幼兒保育系家庭社工組,12 家政群幼保類
211,正修科技大學,211035,幼兒保育系家庭社工組,17 餐旅群
211,正修科技大學,211036,應用外語系,09 商業與管理群
211,正修科技大學,211037,應用外語系,15 外語群英語類
211,正修科技大學,211038,應用外語系,17 餐旅群
211,正修科技大學,211039,休閒與運動管理系,17 餐旅群
211,正修科技大學,211040,觀光遊憩系,09 商業與管理群
211,正修科技大學,211041,觀光遊憩系,15 外語群英語類
211,正修科技大學,211042,觀光遊憩系,17 餐旅群
211,正修科技大學,211043,數位多媒體設計系,04 電機與電子群資電類
211,正修科技大學,211044,數位多媒體設計系,07 設計群
211,正修科技大學,211045,數位多媒體設計系,09 商業與管理群
211,正修科技大學,211046,視覺傳達設計系,07 設計群
211,正修科技大學,211047,視覺傳達設計系,13 家政群生活應用類
211,正修科技大學,211048,餐飲管理系,17 餐旅群
212,萬能科技大學,212001,室內設計與營建科技系室內設計與管理組,01 機械群
212,萬能科技大學,212002,室內設計與營建科技系室內設計與管理組,06 土木與建築群
212,萬能科技大學,212003,室內設計與營建科技系室內設計與管理組,07 設計群
212,萬能科技大學,212004,資訊工程系電機控制組,03 電機與電子群電機類
212,萬能科技大學,212005,資訊工程系電機控制組,04 電機與電子群資電類
212,萬能科技大學,212006,資訊工程系遊戲設計與競技組,04 電機與電子群資電類
212,萬能科技大學,212007,資訊工程系遊戲設計與競技組,07 設計群
212,萬能科技大學,212008,資訊工程系遊戲設計與競技組,09 商業與管理群
212,萬能科技大學,212009,航空光機電系,01 機械群
212,萬能科技大學,212010,航空光機電系,02 動力機械群
212,萬能科技大學,212011,航空光機電系,03 電機與電子群電機類
212,萬能科技大學,212012,精密機械與工業工程系,01 機械群
212,萬能科技大學,212013,精密機械與工業工程系,02 動力機械群
212,萬能科技大學,212014,車輛工程系,02 動力機械群
212,萬能科技大學,212015,化妝品應用與管理系,12 家政群幼保類
212,萬能科技大學,212016,化妝品應用與管理系,13 家政群生活應用類
212,萬能科技大學,212017,化妝品應用與管理系,17 餐旅群
212,萬能科技大學,212018,時尚造型設計系時尚造型設計組,13 家政群生活應用類
212,萬能科技大學,212019,時尚造型設計系時尚造型設計組,17 餐旅群
212,萬能科技大學,212020,時尚造型設計系時尚造型設計組,20 藝術群影視類
212,萬能科技大學,212021,時尚造型設計系時尚表演藝術組,13 家政群生活應用類
212,萬能科技大學,212022,時尚造型設計系時尚表演藝術組,17 餐旅群
212,萬能科技大學,212023,時尚造型設計系時尚表演藝術組,20 藝術群影視類
212,萬能科技大學,212024,商業設計系,07 設計群
212,萬能科技大學,212025,商業設計系,09 商業與管理群
212,萬能科技大學,212026,商業設計系,13 家政群生活應用類
212,萬能科技大學,212027,觀光與休閒事業管理系,09 商業與管理群
212,萬能科技大學,212028,觀光與休閒事業管理系,15 外語群英語類
212,萬能科技大學,212029,觀光與休閒事業管理系,17 餐旅群
212,萬能科技大學,212030,餐飲管理系,17 餐旅群
212,萬能科技大學,212031,旅館管理系,09 商業與管理群
212,萬能科技大學,212032,旅館管理系,15 外語群英語類
212,萬能科技大學,212033,旅館管理系,17 餐旅群
212,萬能科技大學,212034,航空暨運輸服務管理系,09 商業與管理群
212,萬能科技大學,212035,航空暨運輸服務管理系,15 外語群英語類
212,萬能科技大學,212036,航空暨運輸服務管理系,17 餐旅群
212,萬能科技大學,212037,航空暨運輸服務管理系國際服務組,13 家政群生活應用類
212,萬能科技大學,212038,航空暨運輸服務管理系國際服務組,15 外語群英語類
212,萬能科技大學,212039,航空暨運輸服務管理系國際服務組,16 外語群日語類
212,萬能科技大學,212040,行銷與流通管理系,02 動力機械群
212,萬能科技大學,212041,行銷與流通管理系,09 商業與管理群
212,萬能科技大學,212042,行銷與流通管理系,17 餐旅群
212,萬能科技大學,212043,行銷與流通管理系航空暨運籌管理組,09 商業與管理群
212,萬能科技大學,212044,行銷與流通管理系航空暨運籌管理組,15 外語群英語類
212,萬能科技大學,212045,企業管理系,02 動力機械群
212,萬能科技大學,212046,企業管理系,09 商業與管理群
212,萬能科技大學,212047,企業管理系,17 餐旅群
212,萬能科技大學,212048,企業管理系餐旅微型創業管理組,09 商業與管理群
212,萬能科技大學,212049,企業管理系餐旅微型創業管理組,17 餐旅群
212,萬能科技大學,212050,資訊管理系,04 電機與電子群資電類
212,萬能科技大學,212051,資訊管理系,09 商業與管理群
213,建國科技大學,213001,機械工程系,01 機械群
213,建國科技大學,213002,機械工程系,02 動力機械群
213,建國科技大學,213003,機械工程系先進車輛組,01 機械群
213,建國科技大學,213004,機械工程系先進車輛組,02 動力機械群
213,建國科技大學,213005,電機工程系,01 機械群
213,建國科技大學,213006,電機工程系,03 電機與電子群電機類
213,建國科技大學,213007,電機工程系,04 電機與電子群資電類
