學校代碼,校名,校系科組學程代碼,系名,招生群（類）別
101,國立臺灣科技大學,101001,機械工程系,01 機械群
101,國立臺灣科技大學,101002,機械工程系,02 動力機械群
101,國立臺灣科技大學,101003,材料科學與工程系,01 機械群
101,國立臺灣科技大學,101004,材料科學與工程系,03 電機與電子群電機類
101,國立臺灣科技大學,101005,材料科學與工程系,05 化工群
101,國立臺灣科技大學,101006,營建工程系,06 土木與建築群
101,國立臺灣科技大學,101007,化學工程系,05 化工群
101,國立臺灣科技大學,101008,電子工程系,04 電機與電子群資電類
101,國立臺灣科技大學,101009,電機工程系,03 電機與電子群電機類
101,國立臺灣科技大學,101010,資訊工程系,04 電機與電子群資電類
101,國立臺灣科技大學,101011,企業管理系,09 商業與管理群
101,國立臺灣科技大學,101012,資訊管理系,04 電機與電子群資電類
101,國立臺灣科技大學,101013,資訊管理系,09 商業與管理群
101,國立臺灣科技大學,101014,設計系工業設計組,07 設計群
101,國立臺灣科技大學,101015,設計系商業設計組,07 設計群
101,國立臺灣科技大學,101016,建築系,06 土木與建築群
101,國立臺灣科技大學,101017,建築系,07 設計群
101,國立臺灣科技大學,101018,應用外語系,15 外語群英語類
102,國立雲林科技大學,102001,機械工程系,01 機械群
102,國立雲林科技大學,102002,機械工程系,02 動力機械群
102,國立雲林科技大學,102003,電機工程系,03 電機與電子群電機類
102,國立雲林科技大學,102004,電機工程系,04 電機與電子群資電類
102,國立雲林科技大學,102005,電子工程系,03 電機與電子群電機類
102,國立雲林科技大學,102006,電子工程系,04 電機與電子群資電類
102,國立雲林科技大學,102007,環境與安全衛生工程系,01 機械群
102,國立雲林科技大學,102008,環境與安全衛生工程系,05 化工群
102,國立雲林科技大學,102009,環境與安全衛生工程系,04 電機與電子群資電類
102,國立雲林科技大學,102010,化學工程與材料工程系,05 化工群
102,國立雲林科技大學,102011,營建工程系,01 機械群
102,國立雲林科技大學,102012,營建工程系,06 土木與建築群
102,國立雲林科技大學,102013,資訊工程系,03 電機與電子群電機類
102,國立雲林科技大學,102014,資訊工程系,04 電機與電子群資電類
102,國立雲林科技大學,102015,工業工程與管理系,01 機械群
102,國立雲林科技大學,102016,工業工程與管理系,04 電機與電子群資電類
102,國立雲林科技大學,102017,工業工程與管理系,09 商業與管理群
102,國立雲林科技大學,102018,企業管理系,09 商業與管理群
102,國立雲林科技大學,102019,企業管理系,15 外語群英語類
102,國立雲林科技大學,102020,企業管理系,16 外語群日語類
102,國立雲林科技大學,102021,資訊管理系,21 資管類
102,國立雲林科技大學,102022,資訊管理系,04 電機與電子群資電類
102,國立雲林科技大學,102023,財務金融系,09 商業與管理群
102,國立雲林科技大學,102024,財務金融系,04 電機與電子群資電類
102,國立雲林科技大學,102025,會計系,09 商業與管理群
102,國立雲林科技大學,102026,國際管理學士學位學程,09 商業與管理群
102,國立雲林科技大學,102027,工業設計系,01 機械群
102,國立雲林科技大學,102028,工業設計系,07 設計群
102,國立雲林科技大學,102029,工業設計系,04 電機與電子群資電類
102,國立雲林科技大學,102030,視覺傳達設計系,07 設計群
102,國立雲林科技大學,102031,建築與室內設計系建築組,06 土木與建築群
102,國立雲林科技大學,102032,建築與室內設計系建築組,07 設計群
102,國立雲林科技大學,102033,建築與室內設計系室內組,06 土木與建築群
102,國立雲林科技大學,102034,建築與室內設計系室內組,07 設計群
102,國立雲林科技大學,102035,數位媒體設計系,07 設計群
102,國立雲林科技大學,102036,數位媒體設計系,20 藝術群影視類
102,國立雲林科技大學,102037,創意生活設計系,06 土木與建築群
102,國立雲林科技大學,102038,創意生活設計系,07 設計群
102,國立雲林科技大學,102039,創意生活設計系,13 家政群生活應用類
102,國立雲林科技大學,102040,跨域整合設計學士學位學程,06 土木與建築群
102,國立雲林科技大學,102041,跨域整合設計學士學位學程,07 設計群
102,國立雲林科技大學,102042,應用外語系,09 商業與管理群
102,國立雲林科技大學,102043,應用外語系,15 外語群英語類
102,國立雲林科技大學,102044,應用外語系,21 資管類
102,國立雲林科技大學,102045,文化資產維護系,05 化工群
102,國立雲林科技大學,102046,文化資產維護系,07 設計群
102,國立雲林科技大學,102047,文化資產維護系,09 商業與管理群
102,國立雲林科技大學,102048,應用工程科技學士專班（願景計畫）,01 機械群
102,國立雲林科技大學,102049,應用工程科技學士專班（願景計畫）,04 電機與電子群資電類
102,國立雲林科技大學,102050,應用工程科技學士專班（願景計畫）,06 土木與建築群
103,國立屏東科技大學,103001,農園生產系,14 農業群
103,國立屏東科技大學,103002,森林系,14 農業群
103,國立屏東科技大學,103003,水產養殖系,10 衛生與護理類
103,國立屏東科技大學,103004,水產養殖系,14 農業群
103,國立屏東科技大學,103005,水產養殖系,19 水產群
103,國立屏東科技大學,103006,動物科學與畜產系,14 農業群
103,國立屏東科技大學,103007,植物醫學系,10 衛生與護理類
103,國立屏東科技大學,103008,植物醫學系,09 商業與管理群
103,國立屏東科技大學,103009,植物醫學系,14 農業群
103,國立屏東科技大學,103010,木材科學與設計系,06 土木與建築群
103,國立屏東科技大學,103011,木材科學與設計系,07 設計群
103,國立屏東科技大學,103012,木材科學與設計系,14 農業群
103,國立屏東科技大學,103013,生物科技系,05 化工群
103,國立屏東科技大學,103014,生物科技系,11 食品群
103,國立屏東科技大學,103015,生物科技系,14 農業群
103,國立屏東科技大學,103016,食品科學系,11 食品群
103,國立屏東科技大學,103017,環境工程與科學系,05 化工群
103,國立屏東科技大學,103018,環境工程與科學系,08 工程與管理類
103,國立屏東科技大學,103019,環境工程與科學系,10 衛生與護理類
103,國立屏東科技大學,103020,機械工程系,01 機械群
103,國立屏東科技大學,103021,機械工程系,02 動力機械群
103,國立屏東科技大學,103022,土木工程系,06 土木與建築群
103,國立屏東科技大學,103023,水土保持系,06 土木與建築群
103,國立屏東科技大學,103024,水土保持系,14 農業群
103,國立屏東科技大學,103025,車輛工程系,02 動力機械群
103,國立屏東科技大學,103026,生物機電工程系,01 機械群
103,國立屏東科技大學,103027,生物機電工程系,02 動力機械群
103,國立屏東科技大學,103028,生物機電工程系,03 電機與電子群電機類
103,國立屏東科技大學,103029,材料工程系,01 機械群
103,國立屏東科技大學,103030,材料工程系,03 電機與電子群電機類
103,國立屏東科技大學,103031,材料工程系,05 化工群
103,國立屏東科技大學,103032,農企業管理系,09 商業與管理群
103,國立屏東科技大學,103033,農企業管理系,11 食品群
103,國立屏東科技大學,103034,農企業管理系,14 農業群
103,國立屏東科技大學,103035,資訊管理系,04 電機與電子群資電類
103,國立屏東科技大學,103036,資訊管理系,21 資管類
103,國立屏東科技大學,103037,工業管理系,09 商業與管理群
103,國立屏東科技大學,103038,企業管理系,09 商業與管理群
103,國立屏東科技大學,103039,餐旅管理系,11 食品群
103,國立屏東科技大學,103040,餐旅管理系,13 家政群生活應用類
103,國立屏東科技大學,103041,餐旅管理系,17 餐旅群
103,國立屏東科技大學,103042,時尚設計與管理系,09 商業與管理群
103,國立屏東科技大學,103043,時尚設計與管理系,07 設計群
103,國立屏東科技大學,103044,時尚設計與管理系,13 家政群生活應用類
103,國立屏東科技大學,103045,財務金融國際學士學位學程,09 商業與管理群
103,國立屏東科技大學,103046,幼兒保育系,12 家政群幼保類
103,國立屏東科技大學,103047,應用外語系,15 外語群英語類
103,國立屏東科技大學,103048,應用外語系,16 外語群日語類
103,國立屏東科技大學,103049,應用外語系,17 餐旅群
103,國立屏東科技大學,103050,社會工作系,09 商業與管理群
103,國立屏東科技大學,103051,社會工作系,10 衛生與護理類
103,國立屏東科技大學,103052,社會工作系,12 家政群幼保類
103,國立屏東科技大學,103053,休閒運動健康系,09 商業與管理群
103,國立屏東科技大學,103054,休閒運動健康系,17 餐旅群
103,國立屏東科技大學,103055,休閒運動健康系,21 資管類
103,國立屏東科技大學,103056,熱帶農業暨國際合作系,14 農業群
103,國立屏東科技大學,103057,獸醫學系,14 農業群
103,國立屏東科技大學,103058,智慧機電學士學位學程,01 機械群
103,國立屏東科技大學,103059,智慧機電學士學位學程,03 電機與電子群電機類
103,國立屏東科技大學,103060,智慧機電學士學位學程,14 農業群
104,國立臺北科技大學,104001,機械工程系,01 機械群
104,國立臺北科技大學,104002,車輛工程系,02 動力機械群
104,國立臺北科技大學,104003,能源與冷凍空調工程系,01 機械群
104,國立臺北科技大學,104004,能源與冷凍空調工程系,03 電機與電子群電機類
104,國立臺北科技大學,104005,能源與冷凍空調工程系,04 電機與電子群資電類
104,國立臺北科技大學,104006,電機工程系,03 電機與電子群電機類
104,國立臺北科技大學,104007,電機工程系,04 電機與電子群資電類
104,國立臺北科技大學,104008,電子工程系,04 電機與電子群資電類
104,國立臺北科技大學,104009,光電工程系,04 電機與電子群資電類
104,國立臺北科技大學,104010,資訊工程系,03 電機與電子群電機類
104,國立臺北科技大學,104011,資訊工程系,04 電機與電子群資電類
104,國立臺北科技大學,104012,土木工程系,06 土木與建築群
104,國立臺北科技大學,104013,分子科學與工程系,05 化工群
104,國立臺北科技大學,104014,化學工程與生物科技系,05 化工群
104,國立臺北科技大學,104015,材料及資源工程系材料組,01 機械群
104,國立臺北科技大學,104016,材料及資源工程系材料組,05 化工群
104,國立臺北科技大學,104017,材料及資源工程系材料組,08 工程與管理類
104,國立臺北科技大學,104018,材料及資源工程系資源組,01 機械群
104,國立臺北科技大學,104019,材料及資源工程系資源組,05 化工群
104,國立臺北科技大學,104020,材料及資源工程系資源組,06 土木與建築群
104,國立臺北科技大學,104021,工業工程與管理系,01 機械群
104,國立臺北科技大學,104022,工業工程與管理系,09 商業與管理群
104,國立臺北科技大學,104023,資訊與財金管理系,04 電機與電子群資電類
104,國立臺北科技大學,104024,資訊與財金管理系,09 商業與管理群
104,國立臺北科技大學,104025,經營管理系,09 商業與管理群
104,國立臺北科技大學,104026,工業設計系產品設計組,07 設計群
104,國立臺北科技大學,104027,工業設計系家具與室內設計組,07 設計群
104,國立臺北科技大學,104028,建築系,06 土木與建築群
104,國立臺北科技大學,104029,建築系,07 設計群
104,國立臺北科技大學,104030,互動設計系媒體設計組,04 電機與電子群資電類
104,國立臺北科技大學,104031,互動設計系視覺傳達設計組,07 設計群
104,國立臺北科技大學,104032,應用英文系,15 外語群英語類
104,國立臺北科技大學,104033,文化事業發展系,13 家政群生活應用類
104,國立臺北科技大學,104034,文化事業發展系,15 外語群英語類
104,國立臺北科技大學,104035,文化事業發展系,20 藝術群影視類
105,國立高雄科技大學,105001,化學工程與材料工程系,05 化工群
105,國立高雄科技大學,105002,土木工程系,06 土木與建築群
105,國立高雄科技大學,105003,機械工程系,01 機械群
105,國立高雄科技大學,105004,機械工程系智能系統與控制組,01 機械群
105,國立高雄科技大學,105005,機械工程系微奈米技術組,01 機械群
105,國立高雄科技大學,105006,模具工程系,01 機械群
105,國立高雄科技大學,105007,模具工程系,02 動力機械群
105,國立高雄科技大學,105008,模具工程系,07 設計群
105,國立高雄科技大學,105009,模具工程系光電模具組,01 機械群
105,國立高雄科技大學,105010,模具工程系光電模具組,02 動力機械群
105,國立高雄科技大學,105011,模具工程系光電模具組,07 設計群
105,國立高雄科技大學,105012,模具工程系精微模具組,01 機械群
105,國立高雄科技大學,105013,模具工程系精微模具組,02 動力機械群
105,國立高雄科技大學,105014,模具工程系精微模具組,07 設計群
105,國立高雄科技大學,105015,工業工程與管理系,01 機械群
105,國立高雄科技大學,105016,工業工程與管理系,08 工程與管理類
105,國立高雄科技大學,105017,工業工程與管理系,09 商業與管理群
105,國立高雄科技大學,105018,營建工程系,06 土木與建築群
105,國立高雄科技大學,105019,營建工程系,07 設計群
105,國立高雄科技大學,105020,環境與安全衛生工程系,02 動力機械群
105,國立高雄科技大學,105021,環境與安全衛生工程系,05 化工群
105,國立高雄科技大學,105022,環境與安全衛生工程系,06 土木與建築群
105,國立高雄科技大學,105023,機電工程系精密機械組,01 機械群
105,國立高雄科技大學,105024,機電工程系精密機械組,02 動力機械群
105,國立高雄科技大學,105025,機電工程系智慧自動化組,01 機械群
105,國立高雄科技大學,105026,機電工程系智慧自動化組,02 動力機械群
105,國立高雄科技大學,105027,機電工程系智慧自動化組,03 電機與電子群電機類
105,國立高雄科技大學,105028,工業設計系,01 機械群
105,國立高雄科技大學,105029,工業設計系,04 電機與電子群資電類
105,國立高雄科技大學,105030,工業設計系,07 設計群
105,國立高雄科技大學,105031,能源與冷凍空調工程系,03 電機與電子群電機類
105,國立高雄科技大學,105032,電機工程系,03 電機與電子群電機類
105,國立高雄科技大學,105033,電子工程系電子組,04 電機與電子群資電類
105,國立高雄科技大學,105034,電子工程系電信與系統組,04 電機與電子群資電類
105,國立高雄科技大學,105035,電子工程系資訊組,04 電機與電子群資電類
105,國立高雄科技大學,105036,資訊工程系,04 電機與電子群資電類
105,國立高雄科技大學,105037,電子工程系,03 電機與電子群電機類
105,國立高雄科技大學,105038,電子工程系,04 電機與電子群資電類
105,國立高雄科技大學,105039,電腦與通訊工程系,03 電機與電子群電機類
105,國立高雄科技大學,105040,電腦與通訊工程系,04 電機與電子群資電類
105,國立高雄科技大學,105041,半導體工程系,03 電機與電子群電機類
105,國立高雄科技大學,105042,半導體工程系,04 電機與電子群資電類
105,國立高雄科技大學,105043,國際企業系,09 商業與管理群
105,國立高雄科技大學,105044,企業管理系,09 商業與管理群
105,國立高雄科技大學,105045,企業管理系,15 外語群英語類
105,國立高雄科技大學,105046,企業管理系,17 餐旅群
105,國立高雄科技大學,105047,資訊管理系,04 電機與電子群資電類
105,國立高雄科技大學,105048,資訊管理系,09 商業與管理群
105,國立高雄科技大學,105049,資訊管理系,21 資管類
105,國立高雄科技大學,105050,運籌管理系,09 商業與管理群
105,國立高雄科技大學,105051,運籌管理系,15 外語群英語類
105,國立高雄科技大學,105052,運籌管理系,17 餐旅群
105,國立高雄科技大學,105053,行銷與流通管理系,09 商業與管理群
105,國立高雄科技大學,105054,行銷與流通管理系,15 外語群英語類
105,國立高雄科技大學,105055,行銷與流通管理系,16 外語群日語類
105,國立高雄科技大學,105056,風險管理與保險系,09 商業與管理群
105,國立高雄科技大學,105057,風險管理與保險系,15 外語群英語類
105,國立高雄科技大學,105058,風險管理與保險系,21 資管類
105,國立高雄科技大學,105059,金融系,09 商業與管理群
105,國立高雄科技大學,105060,財務管理系,09 商業與管理群
105,國立高雄科技大學,105061,會計資訊系,09 商業與管理群
105,國立高雄科技大學,105062,金融資訊系,09 商業與管理群
105,國立高雄科技大學,105063,金融資訊系,21 資管類
105,國立高雄科技大學,105064,財政稅務系,09 商業與管理群
105,國立高雄科技大學,105065,觀光管理系,09 商業與管理群
105,國立高雄科技大學,105066,觀光管理系,16 外語群日語類
105,國立高雄科技大學,105067,觀光管理系,17 餐旅群
105,國立高雄科技大學,105068,智慧商務系,04 電機與電子群資電類
105,國立高雄科技大學,105069,智慧商務系,09 商業與管理群
105,國立高雄科技大學,105070,智慧商務系,21 資管類
105,國立高雄科技大學,105071,航運管理系,09 商業與管理群
105,國立高雄科技大學,105072,航運管理系,15 外語群英語類
105,國立高雄科技大學,105073,商務資訊應用系,04 電機與電子群資電類
105,國立高雄科技大學,105074,商務資訊應用系,09 商業與管理群
105,國立高雄科技大學,105075,供應鏈管理系,09 商業與管理群
105,國立高雄科技大學,105076,供應鏈管理系,15 外語群英語類
105,國立高雄科技大學,105077,海洋休閒管理系,09 商業與管理群
105,國立高雄科技大學,105078,海洋休閒管理系,15 外語群英語類
105,國立高雄科技大學,105079,海洋休閒管理系,17 餐旅群
105,國立高雄科技大學,105080,應用英語系,09 商業與管理群
105,國立高雄科技大學,105081,應用英語系,15 外語群英語類
105,國立高雄科技大學,105082,應用日語系,09 商業與管理群
105,國立高雄科技大學,105083,應用日語系,16 外語群日語類
105,國立高雄科技大學,105084,應用日語系,17 餐旅群
105,國立高雄科技大學,105085,應用德語系,09 商業與管理群
105,國立高雄科技大學,105086,應用德語系,15 外語群英語類
105,國立高雄科技大學,105087,應用德語系,16 外語群日語類
105,國立高雄科技大學,105088,文化創意產業系,07 設計群
105,國立高雄科技大學,105089,文化創意產業系,09 商業與管理群
105,國立高雄科技大學,105090,人力資源發展系,09 商業與管理群
105,國立高雄科技大學,105091,漁業生產與管理系,09 商業與管理群
105,國立高雄科技大學,105092,漁業生產與管理系,15 外語群英語類
105,國立高雄科技大學,105093,漁業生產與管理系,19 水產群
105,國立高雄科技大學,105094,水產食品科學系,11 食品群
105,國立高雄科技大學,105095,水產食品科學系,17 餐旅群
105,國立高雄科技大學,105096,水產養殖系,14 農業群
105,國立高雄科技大學,105097,水產養殖系,19 水產群
105,國立高雄科技大學,105098,海洋生物技術系,10 衛生與護理類
105,國立高雄科技大學,105099,海洋生物技術系,11 食品群
105,國立高雄科技大學,105100,海洋生物技術系,14 農業群
105,國立高雄科技大學,105101,海洋環境工程系,05 化工群
105,國立高雄科技大學,105102,海洋環境工程系,10 衛生與護理類
105,國立高雄科技大學,105103,海洋環境工程系,14 農業群
105,國立高雄科技大學,105104,電訊工程系,03 電機與電子群電機類
105,國立高雄科技大學,105105,電訊工程系,04 電機與電子群資電類
105,國立高雄科技大學,105106,造船及海洋工程系,01 機械群
105,國立高雄科技大學,105107,造船及海洋工程系,02 動力機械群
105,國立高雄科技大學,105108,航運技術系,01 機械群
105,國立高雄科技大學,105109,航運技術系,09 商業與管理群
105,國立高雄科技大學,105110,航運技術系,18 海事群
105,國立高雄科技大學,105111,輪機工程系,01 機械群
105,國立高雄科技大學,105112,輪機工程系,02 動力機械群
105,國立高雄科技大學,105113,輪機工程系,18 海事群
105,國立高雄科技大學,105114,海事資訊科技系,04 電機與電子群資電類
105,國立高雄科技大學,105115,海事資訊科技系,09 商業與管理群
105,國立高雄科技大學,105116,海事資訊科技系,18 海事群
105,國立高雄科技大學,105117,高瞻科技不分系學士學位學程,01 機械群
105,國立高雄科技大學,105118,高瞻科技不分系學士學位學程,04 電機與電子群資電類
105,國立高雄科技大學,105119,高瞻科技不分系學士學位學程,09 商業與管理群
107,國立虎尾科技大學,107001,機械與電腦輔助工程系,01 機械群
107,國立虎尾科技大學,107002,機械與電腦輔助工程系,02 動力機械群
107,國立虎尾科技大學,107003,材料科學與工程系,01 機械群
107,國立虎尾科技大學,107004,材料科學與工程系,04 電機與電子群資電類
107,國立虎尾科技大學,107005,材料科學與工程系,05 化工群
107,國立虎尾科技大學,107006,機械設計工程系,01 機械群
107,國立虎尾科技大學,107007,動力機械工程系,01 機械群
107,國立虎尾科技大學,107008,動力機械工程系,02 動力機械群
107,國立虎尾科技大學,107009,動力機械工程系,03 電機與電子群電機類
107,國立虎尾科技大學,107010,電機工程系,03 電機與電子群電機類
107,國立虎尾科技大學,107011,光電工程系,03 電機與電子群電機類
107,國立虎尾科技大學,107012,光電工程系,04 電機與電子群資電類
107,國立虎尾科技大學,107013,自動化工程系,01 機械群
107,國立虎尾科技大學,107014,自動化工程系,03 電機與電子群電機類
107,國立虎尾科技大學,107015,車輛工程系,02 動力機械群
107,國立虎尾科技大學,107016,工業管理系,08 工程與管理類
107,國立虎尾科技大學,107017,工業管理系,01 機械群
107,國立虎尾科技大學,107018,工業管理系,09 商業與管理群
107,國立虎尾科技大學,107019,飛機工程系機械組,01 機械群
107,國立虎尾科技大學,107020,飛機工程系機械組（1）,01 機械群
107,國立虎尾科技大學,107021,飛機工程系機械組,02 動力機械群
107,國立虎尾科技大學,107022,飛機工程系航空電子組,03 電機與電子群電機類
107,國立虎尾科技大學,107023,飛機工程系航空電子組,04 電機與電子群資電類
107,國立虎尾科技大學,107024,資訊管理系,04 電機與電子群資電類
107,國立虎尾科技大學,107025,資訊管理系,09 商業與管理群
107,國立虎尾科技大學,107026,應用外語系,09 商業與管理群
107,國立虎尾科技大學,107027,應用外語系,15 外語群英語類
107,國立虎尾科技大學,107028,資訊工程系,03 電機與電子群電機類
107,國立虎尾科技大學,107029,資訊工程系,04 電機與電子群資電類
107,國立虎尾科技大學,107030,資訊工程系,09 商業與管理群
107,國立虎尾科技大學,107031,生物科技系,05 化工群
107,國立虎尾科技大學,107032,生物科技系,10 衛生與護理類
107,國立虎尾科技大學,107033,生物科技系,11 食品群
107,國立虎尾科技大學,107034,農業科技系,14 農業群
107,國立虎尾科技大學,107035,財務金融系,09 商業與管理群
107,國立虎尾科技大學,107036,財務金融系,04 電機與電子群資電類
107,國立虎尾科技大學,107037,財務金融系,15 外語群英語類
107,國立虎尾科技大學,107038,多媒體設計系,07 設計群
107,國立虎尾科技大學,107039,多媒體設計系,04 電機與電子群資電類
107,國立虎尾科技大學,107040,休閒遊憩系,14 農業群
107,國立虎尾科技大學,107041,休閒遊憩系,07 設計群
107,國立虎尾科技大學,107042,休閒遊憩系,09 商業與管理群
107,國立虎尾科技大學,107043,企業管理系,09 商業與管理群
107,國立虎尾科技大學,107044,企業管理系,15 外語群英語類
107,國立虎尾科技大學,107045,電子工程系,04 電機與電子群資電類
107,國立虎尾科技大學,107046,電子工程系,03 電機與電子群電機類
107,國立虎尾科技大學,107047,臥虎專班（願景計畫）,01 機械群
107,國立虎尾科技大學,107048,臥虎專班（願景計畫）,04 電機與電子群資電類
107,國立虎尾科技大學,107049,臥虎專班（願景計畫）,05 化工群
107,國立虎尾科技大學,107401,電子工程科,04 電機與電子群資電類
107,國立虎尾科技大學,107402,電子工程科,03 電機與電子群電機類
109,國立澎湖科技大學,109001,海洋遊憩系,17 餐旅群
109,國立澎湖科技大學,109002,餐旅管理系,17 餐旅群
109,國立澎湖科技大學,109003,應用外語系,17 餐旅群
109,國立澎湖科技大學,109004,觀光休閒系,17 餐旅群
109,國立澎湖科技大學,109005,資訊工程系,04 電機與電子群資電類
109,國立澎湖科技大學,109006,電信工程系,04 電機與電子群資電類
109,國立澎湖科技大學,109007,海洋遊憩系,04 電機與電子群資電類
109,國立澎湖科技大學,109008,電機工程系,04 電機與電子群資電類
109,國立澎湖科技大學,109009,資訊管理系,04 電機與電子群資電類
109,國立澎湖科技大學,109010,電機工程系,03 電機與電子群電機類
109,國立澎湖科技大學,109011,電信工程系,03 電機與電子群電機類
109,國立澎湖科技大學,109012,應用外語系,09 商業與管理群
109,國立澎湖科技大學,109013,資訊管理系,09 商業與管理群
109,國立澎湖科技大學,109014,行銷與物流管理系,09 商業與管理群
109,國立澎湖科技大學,109015,航運管理系,09 商業與管理群
109,國立澎湖科技大學,109016,海洋遊憩系,09 商業與管理群
109,國立澎湖科技大學,109017,觀光休閒系,09 商業與管理群
109,國立澎湖科技大學,109018,餐旅管理系,09 商業與管理群
109,國立澎湖科技大學,109019,水產養殖系,19 水產群
109,國立澎湖科技大學,109020,水產養殖系,14 農業群
109,國立澎湖科技大學,109021,食品科學系,11 食品群
109,國立澎湖科技大學,109022,餐旅管理系,11 食品群
109,國立澎湖科技大學,109023,應用外語系,15 外語群英語類
109,國立澎湖科技大學,109024,航運管理系,15 外語群英語類
109,國立澎湖科技大學,109025,觀光休閒系,14 農業群
109,國立澎湖科技大學,109026,資訊工程系,02 動力機械群
109,國立澎湖科技大學,109027,電信工程系,02 動力機械群
109,國立澎湖科技大學,109028,行銷與物流管理系,17 餐旅群
109,國立澎湖科技大學,109029,行銷與物流管理系,15 外語群英語類
110,國立勤益科技大學,110001,機械工程系,01 機械群
110,國立勤益科技大學,110002,電機工程系,03 電機與電子群電機類
110,國立勤益科技大學,110003,電機工程系,04 電機與電子群資電類
110,國立勤益科技大學,110004,電子工程系積體電路與系統應用組,04 電機與電子群資電類
110,國立勤益科技大學,110005,電子工程系積體電路與系統應用組,03 電機與電子群電機類
110,國立勤益科技大學,110006,電子工程系網路多媒體暨遊戲機組,04 電機與電子群資電類
110,國立勤益科技大學,110007,電子工程系網路多媒體暨遊戲機組,03 電機與電子群電機類
110,國立勤益科技大學,110008,電子工程系智慧機器人組,04 電機與電子群資電類
110,國立勤益科技大學,110009,電子工程系智慧機器人組,03 電機與電子群電機類
110,國立勤益科技大學,110010,資訊工程系,04 電機與電子群資電類
110,國立勤益科技大學,110011,資訊工程系,03 電機與電子群電機類
110,國立勤益科技大學,110012,資訊工程系,21 資管類
110,國立勤益科技大學,110013,化工與材料工程系,05 化工群
110,國立勤益科技大學,110014,化工與材料工程系,06 土木與建築群
110,國立勤益科技大學,110015,化工與材料工程系,14 農業群
110,國立勤益科技大學,110016,冷凍空調與能源系能源應用組,03 電機與電子群電機類
110,國立勤益科技大學,110017,冷凍空調與能源系能源應用組,01 機械群
110,國立勤益科技大學,110018,冷凍空調與能源系環境控制組,03 電機與電子群電機類
110,國立勤益科技大學,110019,冷凍空調與能源系環境控制組,01 機械群
110,國立勤益科技大學,110020,工業工程與管理系,01 機械群
110,國立勤益科技大學,110021,工業工程與管理系,09 商業與管理群
110,國立勤益科技大學,110022,工業工程與管理系,04 電機與電子群資電類
110,國立勤益科技大學,110023,景觀系,06 土木與建築群
110,國立勤益科技大學,110024,景觀系,07 設計群
110,國立勤益科技大學,110025,景觀系,14 農業群
110,國立勤益科技大學,110026,企業管理系,09 商業與管理群
110,國立勤益科技大學,110027,資訊管理系,09 商業與管理群
110,國立勤益科技大學,110028,資訊管理系,04 電機與電子群資電類
110,國立勤益科技大學,110029,資訊管理系,21 資管類
110,國立勤益科技大學,110030,流通管理系,09 商業與管理群
110,國立勤益科技大學,110031,流通管理系,21 資管類
110,國立勤益科技大學,110032,休閒產業管理系,09 商業與管理群
110,國立勤益科技大學,110033,休閒產業管理系,17 餐旅群
110,國立勤益科技大學,110034,休閒產業管理系,15 外語群英語類
110,國立勤益科技大學,110035,應用英語系,15 外語群英語類
110,國立勤益科技大學,110036,應用英語系,09 商業與管理群
110,國立勤益科技大學,110037,文化創意事業系,09 商業與管理群
110,國立勤益科技大學,110038,文化創意事業系,07 設計群
110,國立勤益科技大學,110039,文化創意事業系,15 外語群英語類
110,國立勤益科技大學,110040,智慧自動化工程系,01 機械群
110,國立勤益科技大學,110041,智慧自動化工程系,02 動力機械群
110,國立勤益科技大學,110042,智慧自動化工程系,04 電機與電子群資電類
110,國立勤益科技大學,110043,人工智慧應用工程系,03 電機與電子群電機類
110,國立勤益科技大學,110044,人工智慧應用工程系,04 電機與電子群資電類
110,國立勤益科技大學,110045,人工智慧應用工程系,21 資管類
111,國立臺北護理健康大學,111001,護理系,10 衛生與護理類
111,國立臺北護理健康大學,111002,高齡健康照護系,09 商業與管理群
111,國立臺北護理健康大學,111003,高齡健康照護系,10 衛生與護理類
111,國立臺北護理健康大學,111004,高齡健康照護系,12 家政群幼保類
111,國立臺北護理健康大學,111005,健康事業管理系,09 商業與管理群
111,國立臺北護理健康大學,111006,資訊管理系,04 電機與電子群資電類
111,國立臺北護理健康大學,111007,資訊管理系,21 資管類
111,國立臺北護理健康大學,111008,休閒產業與健康促進系,09 商業與管理群
111,國立臺北護理健康大學,111009,休閒產業與健康促進系,15 外語群英語類
111,國立臺北護理健康大學,111010,休閒產業與健康促進系,17 餐旅群
111,國立臺北護理健康大學,111011,語言治療與聽力學系,04 電機與電子群資電類
111,國立臺北護理健康大學,111012,語言治療與聽力學系,10 衛生與護理類
111,國立臺北護理健康大學,111013,語言治療與聽力學系,15 外語群英語類
111,國立臺北護理健康大學,111014,嬰幼兒保育系,12 家政群幼保類
111,國立臺北護理健康大學,111015,嬰幼兒保育系,13 家政群生活應用類
111,國立臺北護理健康大學,111016,運動保健系,01 機械群
111,國立臺北護理健康大學,111017,運動保健系,10 衛生與護理類
111,國立臺北護理健康大學,111018,運動保健系,15 外語群英語類
111,國立臺北護理健康大學,111019,生死與健康心理諮商系,09 商業與管理群
111,國立臺北護理健康大學,111020,生死與健康心理諮商系,10 衛生與護理類
111,國立臺北護理健康大學,111021,生死與健康心理諮商系,15 外語群英語類
112,國立高雄餐旅大學,112001,旅館管理系,17 餐旅群
112,國立高雄餐旅大學,112002,餐飲管理系,17 餐旅群
